id,year,location,estab,formal,service,sector,group,grphq,market1,market2,ftstaff05,ftstaff06,ftstaff07,ptstaff05,ptstaff06,ptstaff07,totalstaff05,totalstaff06,totalstaff07,ftphd,ftms,ftbs,fthnd,ftdip,ftother,ptphd,ptms,ptbs,pthnd,ptdip,ptother,turnover05,turnover06,turnover07,sinfo1,sinfo2,sinfo3,sinfo4,sinfo5,sinfo6,sinfo7,sinfo8,sinfo9,sinfo10,ieffect_prod1,ieffect_prod2
347,2008,No,1998.0,No,manufacturing,furniture,No,NOT SPECIFIED,No,NOT SPECIFIED,15.0,10.0,12.0,0.0,0.0,0.0,15.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,300000.0,400000.0,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,High,Not relevant
348,2008,No,1998.0,Yes,manufacturing,fabricated metal etc,Yes,Nigeria,Yes,Yes,60.0,101.0,195.0,7.0,28.0,50.0,67.0,129.0,245.0,0.0,12.0,30.0,24.0,58.0,71.0,0.0,1.0,2.0,5.0,15.0,27.0,1300000.0,1700000.0,2600000.0,Medium,Medium,Medium,Low,Low,Low,Not used,Low,Medium,Medium,High,High
349,2008,No,1989.0,Yes,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,No,0.0,0.0,0.0,28.0,20.0,15.0,28.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,8000000.0,5000000.0,7000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
350,2008,No,1992.0,Yes,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,No,0.0,0.0,0.0,14.0,12.0,12.0,12.0,14.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4000000.0,7000000.0,9000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
351,2008,No,1975.0,Yes,manufacturing,non metallic mineral products,Yes,Nigeria,NOT SPECIFIED,Yes,594.0,735.0,797.0,0.0,0.0,0.0,594.0,735.0,797.0,0.0,38.0,110.0,107.0,142.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,4005000000.0,6029000000.0,5473000000.0,High,High,High,High,Medium,Low,Low,Medium,Medium,Medium,High,High
352,2008,No,0.0,Yes,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,NOT SPECIFIED,25.0,27.0,20.0,0.0,0.0,0.0,25.0,27.0,20.0,0.0,0.0,1.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,2500000.0,2900000.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not relevant,Not relevant
353,2008,No,2007.0,NOT SPECIFIED,manufacturing,furniture,Yes,Other Africa,Yes,Yes,20.0,46.0,84.0,0.0,0.0,0.0,20.0,46.0,84.0,1.0,0.0,0.0,2.0,6.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,1700000.0,2500000.0,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Low,Not used,Medium,Not relevant,High
354,2008,No,1995.0,No,manufacturing,furniture,No,NOT SPECIFIED,Yes,NOT SPECIFIED,6.0,6.0,6.0,7.0,7.0,7.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,850000.0,950000.0,Medium,Medium,Medium,Medium,Low,Not used,Not used,Not used,Not used,Not used,Not relevant,Not relevant
355,2008,No,0.0,NOT SPECIFIED,manufacturing,food and beverages,No,NOT SPECIFIED,NOT SPECIFIED,Yes,22.0,22.0,22.0,0.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,2.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,4500000.0,4400000.0,Medium,Low,Medium,Low,Medium,Not used,Not used,Medium,Medium,Medium,High,High
356,2008,No,2001.0,Yes,manufacturing,fabricated metal etc,No,NOT SPECIFIED,NOT SPECIFIED,Yes,20.0,25.0,32.0,0.0,0.0,0.0,20.0,25.0,32.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,24506000.0,28500000.0,High,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,High,Medium
357,2008,No,0.0,NOT SPECIFIED,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,NOT SPECIFIED,Yes,0.0,0.0,13.0,0.0,0.0,42.0,0.0,0.0,55.0,0.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,7.0,35.0,0.0,0.0,0.0,0.0,24000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
358,2008,No,0.0,Yes,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,NOT SPECIFIED,15.0,13.0,10.0,0.0,0.0,0.0,15.0,13.0,10.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,800000.0,800000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
359,2008,No,1984.0,Yes,manufacturing,chemicals and chemical products,Yes,Nigeria,Yes,Yes,567.0,392.0,346.0,134.0,161.0,192.0,701.0,553.0,538.0,0.0,24.0,156.0,96.0,42.0,28.0,1.0,0.0,1.0,70.0,60.0,60.0,1567424000.0,1019340000.0,1016930000.0,High,High,High,Low,Low,Low,Low,High,Medium,Medium,High,High
360,2008,No,1995.0,Yes,manufacturing,furniture,Yes,Unspecified,Yes,Yes,225.0,200.0,200.0,78.0,59.0,50.0,303.0,259.0,250.0,0.0,5.0,100.0,100.0,45.0,0.0,0.0,10.0,150.0,200.0,100.0,0.0,29560000.0,29860000.0,29710000.0,Medium,Low,Medium,Not used,Medium,Not used,Not used,Medium,Medium,Medium,High,High
361,2008,No,1986.0,Yes,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,NOT SPECIFIED,Yes,50.0,48.0,52.0,10.0,8.0,12.0,60.0,56.0,64.0,0.0,0.0,4.0,3.0,7.0,38.0,0.0,0.0,0.0,0.0,0.0,12.0,48000000.0,45000000.0,49000000.0,High,High,Medium,Low,Medium,Not used,Not used,Medium,Medium,Medium,Not relevant,Not relevant
362,2008,No,2005.0,Yes,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,Yes,Yes,320.0,340.0,360.0,40.0,80.0,90.0,360.0,420.0,450.0,25.0,52.0,90.0,95.0,40.0,58.0,0.0,0.0,0.0,0.0,0.0,90.0,25310000.0,30110000.0,32410000.0,High,High,High,Low,Low,Low,Low,High,High,High,High,High
363,2008,No,1994.0,Yes,manufacturing,non metallic mineral products,Yes,Nigeria,NOT SPECIFIED,Yes,2.0,3.0,4.0,36.0,40.0,45.0,38.0,43.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1000000.0,1500000.0,2000000.0,Medium,Not used,High,Medium,Not used,Not used,Not used,Not used,Not used,Not used,High,High
364,2008,No,1973.0,Yes,manufacturing,food and beverages,No,NOT SPECIFIED,NOT SPECIFIED,Yes,40.0,45.0,50.0,0.0,0.0,0.0,40.0,45.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
365,2008,No,1979.0,No,manufacturing,"machinery, equipment and vehicles",No,NOT SPECIFIED,Yes,Yes,230.0,188.0,186.0,0.0,0.0,0.0,230.0,188.0,186.0,0.0,7.0,11.0,7.0,17.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,610799000.0,366494000.0,473252000.0,High,High,Medium,Not used,Not used,Not used,Not used,High,Not used,Not used,High,High
366,2008,No,1980.0,No,manufacturing,"machinery, equipment and vehicles",No,NOT SPECIFIED,Yes,Yes,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,1.0,4.0,5.0,12.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,417842888.0,646791852.0,953381187.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not relevant,Not relevant
367,2008,No,1997.0,No,manufacturing,fabricated metal etc,No,NOT SPECIFIED,Yes,Yes,75.0,68.0,51.0,0.0,0.0,0.0,75.0,68.0,51.0,0.0,1.0,2.0,1.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,150112170.0,182615480.0,201431454.0,High,High,High,High,High,Medium,Medium,Medium,Medium,High,High,Medium
368,2008,No,0.0,NOT SPECIFIED,manufacturing,"machinery, equipment and vehicles",No,NOT SPECIFIED,Yes,Yes,46.0,49.0,47.0,6.0,6.0,8.0,52.0,55.0,55.0,0.0,0.0,0.0,4.0,3.0,40.0,0.0,1.0,1.0,3.0,3.0,0.0,16000000.0,20000000.0,15000000.0,High,High,High,Low,Low,Low,Not used,High,Medium,High,High,High
369,2008,No,0.0,NOT SPECIFIED,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,Yes,Yes,20.0,23.0,27.0,0.0,0.0,0.0,20.0,23.0,27.0,0.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,850000.0,800000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
370,2008,No,1998.0,No,manufacturing,furniture,No,NOT SPECIFIED,Yes,No,10.0,13.0,22.0,0.0,0.0,0.0,10.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,400000.0,550000.0,High,Not used,High,Not used,Not used,Not used,Not used,Not used,Not used,Not used,High,High
371,2008,No,0.0,Yes,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,No,80.0,76.0,80.0,15.0,30.0,23.0,95.0,106.0,103.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,23.0,5000000.0,2000000.0,6000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
372,2008,No,1999.0,NOT SPECIFIED,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,No,30.0,20.0,26.0,26.0,25.0,39.0,56.0,45.0,55.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,3000000.0,4000000.0,6000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
373,2008,No,0.0,Yes,manufacturing,furniture,No,NOT SPECIFIED,Yes,No,16.0,30.0,45.0,10.0,10.0,19.0,26.0,40.0,64.0,0.0,0.0,0.0,0.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,19.0,2000000.0,4000000.0,2000000.0,High,High,High,High,High,Not used,Not used,High,Not used,Low,Not relevant,High
374,2008,No,1978.0,No,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,No,30.0,26.0,44.0,0.0,0.0,0.0,30.0,26.0,44.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,190000.0,400000.0,350000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
375,2008,No,0.0,NOT SPECIFIED,manufacturing,basic metals and recycling,No,NOT SPECIFIED,No,No,36.0,45.0,50.0,0.0,0.0,0.0,36.0,45.0,50.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,4000000.0,6000000.0,Medium,High,High,High,Low,Low,High,Low,Low,Low,High,Medium
376,2008,No,1982.0,NOT SPECIFIED,manufacturing,"machinery, equipment and vehicles",No,NOT SPECIFIED,Yes,Yes,43.0,49.0,57.0,12.0,15.0,19.0,55.0,64.0,76.0,0.0,0.0,4.0,3.0,7.0,43.0,0.0,0.0,0.0,3.0,7.0,9.0,50512213.0,113063510.0,150869565.0,High,High,High,High,High,Medium,High,Medium,Medium,High,High,High
377,2008,No,1998.0,NOT SPECIFIED,manufacturing,basic metals and recycling,No,NOT SPECIFIED,Yes,Yes,15.0,16.0,19.0,30.0,45.0,70.0,45.0,61.0,89.0,0.0,1.0,1.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,70.0,50000000.0,65000000.0,70000000.0,Medium,High,Not used,Not used,Not used,High,Not used,High,Low,Not used,High,High
378,2008,No,1982.0,No,manufacturing,"Publishing, reproduction of recorded media",No,NOT SPECIFIED,Yes,Yes,126.0,130.0,134.0,0.0,0.0,0.0,126.0,130.0,134.0,0.0,0.0,0.0,0.0,19.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,13000000.0,16000000.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,High,Not relevant
379,2008,No,0.0,NOT SPECIFIED,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,340.0,311.0,301.0,0.0,8.0,200.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000000.0,100000000.0,2150000000.0,Medium,Medium,Low,Not used,Not used,Not used,Medium,Medium,Medium,Not used,NOT SPECIFIED,High
380,2008,No,0.0,NOT SPECIFIED,manufacturing,"machinery, equipment and vehicles",Yes,Europe,Yes,Yes,230.0,300.0,250.0,50.0,50.0,65.0,280.0,350.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837987000.0,1719530000.0,1660000000000.0,Medium,High,High,High,Medium,Not used,Not used,Not used,High,Medium,High,High
381,2008,No,0.0,Yes,manufacturing,"machinery, equipment and vehicles",No,NOT SPECIFIED,NOT SPECIFIED,Yes,250.0,250.0,222.0,0.0,0.0,0.0,250.0,250.0,222.0,0.0,1.0,15.0,20.0,30.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,3461593000.0,3107824000.0,3121174000.0,Medium,Medium,Medium,High,Not used,Not used,Not used,Medium,Low,Medium,Medium,Medium
382,2008,No,1989.0,Yes,manufacturing,rubber and plastics products,No,NOT SPECIFIED,Yes,NOT SPECIFIED,1500.0,1500.0,1000.0,750.0,750.0,400.0,1250.0,1250.0,1400.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
383,2008,No,2000.0,No,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,Yes,NOT SPECIFIED,1200.0,1000.0,900.0,400.0,400.0,200.0,1600.0,1400.0,1100.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2755650000.0,2755650000.0,2755650000.0,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not relevant,Not relevant
384,2008,No,0.0,NOT SPECIFIED,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,NOT SPECIFIED,600.0,600.0,600.0,200.0,200.0,200.0,800.0,800.0,800.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3000000000.0,5000000000.0,7000000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
385,2008,No,0.0,NOT SPECIFIED,manufacturing,textiles and wearing apparel,No,NOT SPECIFIED,Yes,Yes,253.0,253.0,271.0,0.0,0.0,0.0,253.0,253.0,271.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8000000.0,9500000.0,10000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
386,2008,No,1973.0,Yes,manufacturing,furniture,No,NOT SPECIFIED,Yes,Yes,48.0,48.0,48.0,0.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,0.0,4.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,96489650.0,100135041.0,125743940.0,High,Medium,Medium,Medium,Not used,Not used,Not used,Medium,Not used,Not used,Medium,High
387,2008,No,0.0,NOT SPECIFIED,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,Yes,Yes,10.0,10.0,10.0,15.0,15.0,20.0,25.0,25.0,30.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,20.0,6000000.0,6500000.0,6300000.0,Not used,Low,Low,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Low,Low
388,2008,No,1981.0,Yes,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,No,27.0,27.0,27.0,10.0,12.0,15.0,37.0,39.0,42.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,15.0,10000000.0,12000000.0,14000000.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Medium,Medium
389,2008,No,0.0,NOT SPECIFIED,manufacturing,furniture,No,NOT SPECIFIED,Yes,Yes,10.0,10.0,10.0,3.0,3.0,4.0,13.0,13.0,14.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,1000000.0,1200000.0,3000000.0,High,Low,High,Not used,Not used,Not used,Not used,Low,Not used,Not used,Medium,Not relevant
390,2008,No,1971.0,Yes,manufacturing,furniture,No,NOT SPECIFIED,Yes,Yes,13.0,15.0,17.0,4.0,6.0,6.0,17.0,21.0,23.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2000000.0,1500000.0,4200000.0,Low,Not used,Medium,High,Not used,Not used,Not used,Not used,Not used,Low,Medium,Not relevant
391,2008,No,0.0,NOT SPECIFIED,manufacturing,leather tanning and dressing etc,No,NOT SPECIFIED,Yes,Yes,8.0,13.0,15.0,0.0,3.0,5.0,8.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,1200000.0,900000.0,2500000.0,Medium,High,Low,High,Not used,Not used,Not used,Low,Not used,Not used,Low,Medium
392,2008,No,0.0,No,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,Yes,Yes,13.0,13.0,15.0,10.0,10.0,10.0,23.0,23.0,25.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,9.0,8000000.0,8000000.0,8000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
393,2008,No,0.0,Yes,manufacturing,chemicals and chemical products,Yes,Nigeria,Yes,Yes,18.0,29.0,30.0,0.0,0.0,0.0,18.0,29.0,30.0,0.0,0.0,2.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,80000000.0,180000000.0,106000000.0,High,Medium,Medium,Not used,Not used,Not used,Not used,Medium,Not used,Medium,Not relevant,Not relevant
394,2008,No,0.0,NOT SPECIFIED,manufacturing,"Publishing, reproduction of recorded media",No,NOT SPECIFIED,Yes,Yes,94.0,94.0,94.0,0.0,0.0,0.0,94.0,94.0,94.0,0.0,0.0,13.0,1.0,18.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1092000.0,1692000.0,1682000.0,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
395,2008,No,0.0,Yes,manufacturing,furniture,No,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,176.0,197.0,199.0,70.0,103.0,213.0,246.0,300.0,412.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,213.0,28000000.0,32000000.0,47000000.0,High,High,High,Medium,Not used,Medium,Not used,High,Not used,High,High,High
396,2008,No,0.0,NOT SPECIFIED,manufacturing,non metallic mineral products,No,NOT SPECIFIED,No,No,7.0,7.0,9.0,12.0,15.0,12.0,19.0,22.0,21.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,12.0,4000000.0,4800000.0,5300000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
397,2008,No,1993.0,Yes,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,No,4.0,4.0,4.0,10.0,10.0,10.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,2600000.0,2800000.0,3100000.0,Medium,Low,Medium,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Low,Low
398,2008,No,0.0,NOT SPECIFIED,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,No,8.0,12.0,16.0,8.0,10.0,10.0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,4500000.0,4400000.0,Medium,High,Medium,High,Not used,Not used,Not used,Medium,Not used,Medium,Low,Not relevant
399,2008,No,1939.0,No,manufacturing,"Publishing, reproduction of recorded media",No,NOT SPECIFIED,Yes,No,43.0,43.0,49.0,0.0,0.0,0.0,43.0,43.0,49.0,0.0,0.0,0.0,2.0,10.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
400,2008,No,2000.0,Yes,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,Yes,45.0,45.0,40.0,20.0,20.0,20.0,65.0,65.0,60.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,2.0,18.0,12000000.0,12500000.0,6000000.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not relevant,Not relevant
401,2008,No,0.0,NOT SPECIFIED,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,Yes,70.0,90.0,90.0,30.0,50.0,70.0,100.0,40.0,60.0,0.0,3.0,5.0,0.0,4.0,78.0,0.0,0.0,2.0,0.0,0.0,68.0,13000000.0,13500000.0,16000000.0,Medium,Medium,Medium,High,Low,Medium,Medium,Low,Low,Low,High,Medium
402,2008,No,0.0,NOT SPECIFIED,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,No,10.0,15.0,20.0,5.0,10.0,15.0,15.0,25.0,35.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,4000000.0,4500000.0,5000000.0,Not used,Not used,Not used,Not used,Not used,Not used,Medium,Not used,Not used,Not used,Low,Not relevant
403,2008,No,0.0,NOT SPECIFIED,manufacturing,"machinery, equipment and vehicles",Yes,Nigeria,NOT SPECIFIED,Yes,200.0,240.0,250.0,20.0,10.0,10.0,220.0,250.0,260.0,0.0,2.0,10.0,20.0,50.0,80.0,120.0,0.0,0.0,10.0,0.0,0.0,124239000.0,158807000.0,178005000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
404,2008,No,1983.0,NOT SPECIFIED,manufacturing,wood and paper products etc,Yes,Nigeria,Yes,Yes,245.0,385.0,500.0,132.0,162.0,45.0,377.0,547.0,545.0,40.0,32.0,82.0,60.0,245.0,0.0,105.0,81.0,125.0,75.0,304.0,0.0,5500000.0,6000000.0,8000000.0,Medium,Not used,Medium,Not used,Low,Medium,Not used,High,Not used,Medium,Medium,Medium
405,2008,No,0.0,Yes,manufacturing,textiles and wearing apparel,No,NOT SPECIFIED,Yes,No,2.0,3.0,5.0,1.0,2.0,7.0,3.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,75000.0,95000.0,161000.0,Medium,Medium,Low,Medium,Low,Not used,Not used,Low,Not used,Medium,Medium,Medium
406,2008,No,0.0,NOT SPECIFIED,manufacturing,food and beverages,Yes,Nigeria,Yes,No,30.0,18.0,15.0,0.0,0.0,0.0,30.0,18.0,15.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2786574.77,2433614.3,2076583.28,Not used,Not used,Medium,High,High,Not used,Not used,Not used,Not used,Not used,Not relevant,Not relevant
407,2008,No,1986.0,No,manufacturing,"Publishing, reproduction of recorded media",No,NOT SPECIFIED,Yes,NOT SPECIFIED,104.0,114.0,151.0,4.0,4.0,4.0,108.0,118.0,155.0,0.0,2.0,21.0,7.0,41.0,80.0,0.0,0.0,0.0,0.0,1.0,3.0,1500000.0,2500000.0,4000000.0,Not used,Not used,Medium,Medium,Not used,Not used,Medium,Medium,High,High,High,High
